time_signature,track_popularity,speechiness,danceability,playlist_name,track_artist,duration_ms,energy,playlist_genre,playlist_subgenre,track_href,track_name,mode,uri,type,track_album_release_date,analysis_url,id,instrumentalness,track_album_id,playlist_id,track_id,valence,key,tempo,loudness,acousticness,liveness,track_album_name,Popularity_Type,year,duration_min,release_year,song_age,energy_danceability_ratio,valence_energy_product,is_2000s_or_earlier
3.0,65,-0.5695679977374257,-2.415259417442704,Classical Essentials,"Camille Saint-Saëns, Yo-Yo Ma, Kathryn Stott",174267.0,-2.3172426690168404,classical,essential,https://api.spotify.com/v1/tracks/0jOnZhF75V68VsBObWx2XO,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",0.0,spotify:track:0jOnZhF75V68VsBObWx2XO,audio_features,2015-09-18,https://api.spotify.com/v1/audio-analysis/0jOnZhF75V68VsBObWx2XO,0jOnZhF75V68VsBObWx2XO,1.8726390616193282,2y85NsbsBnGTXcXgHpj3PD,37i9dQZF1DWWEJlAGA9gs0,0jOnZhF75V68VsBObWx2XO,-1.6457893701057182,9.0,0.3463284310710254,-3.0513981605310714,1.981823392883801,-0.7001737370654952,Songs from the Arc of Life,Low,2015,2.90445,2015,0.164374784287465,0.09526063546535707,0.00092253,0
3.0,63,-0.4072258488501142,-2.8153953459174477,Classical Essentials,"George Frideric Handel, Alexander Briger, Academy of St. Martin in the Fields",207267.0,-2.246172950283934,classical,essential,https://api.spotify.com/v1/tracks/1upQiytDIEZfl9ItruoXuC,"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",0.0,spotify:track:1upQiytDIEZfl9ItruoXuC,audio_features,2002-01-01,https://api.spotify.com/v1/audio-analysis/1upQiytDIEZfl9ItruoXuC,1upQiytDIEZfl9ItruoXuC,1.7873831372888416,657D9POYWMrDMK9MWNxPHL,37i9dQZF1DWWEJlAGA9gs0,1upQiytDIEZfl9ItruoXuC,-1.667881565699306,2.0,-1.78572058257216,-2.070428081991887,1.800479320161383,-0.580414789950445,Handel Sarabande,Low,2002,3.45445,2002,1.3763059392071255,0.3577893728037483,0.00173376,0
5.0,65,-0.5566994127646511,-1.6107251271672545,Classical Essentials,"Claude Debussy, Alice Sara Ott",294960.0,-2.36228056505958,classical,essential,https://api.spotify.com/v1/tracks/1cmigB9I6IRpFqjIbzvSQB,"Suite bergamasque, L. 75: III. Clair de lune",1.0,spotify:track:1cmigB9I6IRpFqjIbzvSQB,audio_features,2018-07-27,https://api.spotify.com/v1/audio-analysis/1cmigB9I6IRpFqjIbzvSQB,1cmigB9I6IRpFqjIbzvSQB,2.0403090461359517,4Ll3RGpn0eVY6MMKPTP99C,37i9dQZF1DWWEJlAGA9gs0,1cmigB9I6IRpFqjIbzvSQB,-1.7194300220843433,1.0,-1.7300201707258618,-3.3785284655723093,2.003338791342393,-0.850475234451498,"Debussy: Suite bergamasque, L. 75, 3. Clair de lune",Low,2018,4.916,2018,-0.1153016360786105,0.015655760757476326,0.00019188299999999998,0
4.0,62,-0.4369225834026712,-1.3123547943498692,Classical Essentials,"Erik Satie, Alena Cherny",296480.0,-2.359112886167485,classical,essential,https://api.spotify.com/v1/tracks/5fdp9rXfEixCGLM1Og4EN1,Gnossienne No. 1,0.0,spotify:track:5fdp9rXfEixCGLM1Og4EN1,audio_features,2013-01-01,https://api.spotify.com/v1/audio-analysis/5fdp9rXfEixCGLM1Og4EN1,5fdp9rXfEixCGLM1Og4EN1,2.11135564974469,4ZWDD7tNRRMB2eO4B5LsJh,37i9dQZF1DWWEJlAGA9gs0,5fdp9rXfEixCGLM1Og4EN1,-1.7248561753880314,5.0,-1.6290017915587722,-3.132900179068361,2.012559676396075,-0.6382848852006706,Gnossienne No. 1,Low,2013,4.941333333333334,2013,0.350825731198182,0.015398526634929922,0.000213651,0
4.0,51,-0.6695470040643677,-2.4205874591001573,Classical Essentials,"Jacques Offenbach, Arthur Fiedler, Boston Pops Orchestra",215240.0,-1.342978353358305,classical,essential,https://api.spotify.com/v1/tracks/1n9741DApqn5gvuxhgerCt,Tales of Hoffmann: Barcarolle,1.0,spotify:track:1n9741DApqn5gvuxhgerCt,audio_features,2014-06-13,https://api.spotify.com/v1/audio-analysis/1n9741DApqn5gvuxhgerCt,1n9741DApqn5gvuxhgerCt,-0.0740378772601144,72eREPpDWnlR5o2hUExugS,37i9dQZF1DWWEJlAGA9gs0,1n9741DApqn5gvuxhgerCt,-1.3485136855393753,2.0,-0.9890433443700396,-0.8791799900492652,1.81584746191752,1.739211527996099,"I don't like classical music, but I really like this!",Low,2014,3.5873333333333335,2014,0.2576002577428235,1.5237188262603414,0.034304,0
4.0,55,-0.5408611543366206,-2.8985127957737187,Classical Essentials,"Gustav Mahler, Daniel Barenboim, Chicago Symphony Orchestra",583293.0,-2.1702298794093418,classical,essential,https://api.spotify.com/v1/tracks/0cqcRqZgkNHanWQ8slYA0v,Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto. Sehr langsam,1.0,spotify:track:0cqcRqZgkNHanWQ8slYA0v,audio_features,1998-08-14,https://api.spotify.com/v1/audio-analysis/0cqcRqZgkNHanWQ8slYA0v,0cqcRqZgkNHanWQ8slYA0v,2.11419751388904,2xhhbZySK489esUAtrs65j,37i9dQZF1DWWEJlAGA9gs0,0cqcRqZgkNHanWQ8slYA0v,-1.7411346352990957,5.0,-1.2716492752551927,-1.9590466659529748,1.7051968412733325,-0.6993699857425755,Mahler: Symphony No. 5,Low,1998,9.72155,1998,1.7492078330285594,0.6678585110458435,0.00171021,1
4.0,53,-0.5745174534961852,-1.967703918216626,Classical Essentials,"Joaquín Rodrigo, Thibaut García, Ben Glassberg, Orchestre National Du Capitole De Toulouse",640267.0,-1.9846363853468363,classical,essential,https://api.spotify.com/v1/tracks/0k6P9cdEA9K3k0ASde2Kof,Rodrigo: Concierto de Aranjuez: II. Adagio,0.0,spotify:track:0k6P9cdEA9K3k0ASde2Kof,audio_features,2020-10-02,https://api.spotify.com/v1/audio-analysis/0k6P9cdEA9K3k0ASde2Kof,0k6P9cdEA9K3k0ASde2Kof,1.8783227899080273,2K6XjvDKO2HTCDqGZkph9e,37i9dQZF1DWWEJlAGA9gs0,0k6P9cdEA9K3k0ASde2Kof,-1.6275729983004796,11.0,-1.171683170871094,-1.4864471815259033,1.8097002052150652,-0.36661693805377815,Aranjuez,Low,2020,10.671116666666666,2020,-0.3017525829893275,0.38733646891427215,0.006076,0
4.0,60,-0.6447997252705702,-2.2820583760063715,Classical Essentials,"Sergei Rachmaninoff, Valentina Lisitsa, London Symphony Orchestra, Michael Francis",644273.0,-2.1612954004829192,classical,essential,https://api.spotify.com/v1/tracks/4rrrn8OLrttq7r9RgNXalU,"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",1.0,spotify:track:4rrrn8OLrttq7r9RgNXalU,audio_features,2012-01-01,https://api.spotify.com/v1/audio-analysis/4rrrn8OLrttq7r9RgNXalU,4rrrn8OLrttq7r9RgNXalU,2.11419751388904,5lVqgXqdoIH3W1wUM2hzPx,37i9dQZF1DWWEJlAGA9gs0,4rrrn8OLrttq7r9RgNXalU,-1.7186548573266736,4.0,0.7961057491472721,-2.1877012102142173,1.9726025078301186,-0.9043265730871245,Rachmaninov: Piano Concerto No.2,Low,2012,10.737883333333333,2012,0.44405120465354053,0.28091335498170195,0.00209825,0
1.0,53,-0.6230221199320283,-1.498836252360735,Classical Essentials,"Franz Liszt, Lise de la Salle",357747.0,-2.3249588099078418,classical,essential,https://api.spotify.com/v1/tracks/3GecLjGMqzjmgkvy2v41Wf,"Ständchen in D Minor (After Schubert), S. 560",1.0,spotify:track:3GecLjGMqzjmgkvy2v41Wf,audio_features,2011-08-23,https://api.spotify.com/v1/audio-analysis/3GecLjGMqzjmgkvy2v41Wf,3GecLjGMqzjmgkvy2v41Wf,2.0459927744246507,12TLeKJv0q5fnF2obaf6Is,37i9dQZF1DWWEJlAGA9gs0,3GecLjGMqzjmgkvy2v41Wf,-1.7190424397055084,2.0,-1.4692314036747118,-2.6668938011322574,2.003338791342393,-0.4389545571165601,Liszt,Low,2011,5.96245,2011,0.537276678108899,0.04164100759508518,0.00054528,0
3.0,60,-0.6052040792004941,-1.82917483512284,Classical Essentials,"Franz Liszt, Lang Lang",293147.0,-2.264041908136779,classical,essential,https://api.spotify.com/v1/tracks/2u9VGZmVz7Rm01SfDgzcfA,"Liebestraum No. 3 in A-Flat Major, S. 541 / 3",1.0,spotify:track:2u9VGZmVz7Rm01SfDgzcfA,audio_features,2011-07-25,https://api.spotify.com/v1/audio-analysis/2u9VGZmVz7Rm01SfDgzcfA,2u9VGZmVz7Rm01SfDgzcfA,1.9919973556820094,39Hh5k01di42nUCLn8Wxqu,37i9dQZF1DWWEJlAGA9gs0,2u9VGZmVz7Rm01SfDgzcfA,-1.7368712291319122,8.0,0.6475947014412102,-2.4580185763439197,1.9848970212350283,-0.5112921761793422,Liszt - My Piano Hero,Low,2011,4.885783333333333,2011,0.537276678108899,0.10465574710583848,0.0009869599999999998,0
